סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1145 ,אלומה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1036 ,210 ,325 ,352 ,56 ,54 ,39
1146 ,עלומים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,530 ,57 ,121 ,207 ,27 ,43 ,75
1147 ,נטועה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,341 ,31 ,72 ,104 ,46 ,29 ,59
1148 ,צור נתן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,310 ,18 ,64 ,90 ,58 ,13 ,67
1149 ,עזר ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,810 ,52 ,140 ,322 ,73 ,157 ,66
1150 ,צופר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,515 ,62 ,90 ,208 ,38 ,68 ,49
1151 ,פארן ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,561 ,55 ,120 ,202 ,47 ,54 ,83
1152 ,אשלים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,696 ,71 ,184 ,265 ,84 ,40 ,52
1153 ,כישור ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,133 ,1 ,2 ,48 ,40 ,21 ,21
1154 ,מלכישוע ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,62 ,23 ,11 ,25 ,0 ,2 ,1
1155 ,מגן שאול ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,713 ,89 ,187 ,243 ,68 ,30 ,96
1156 ,סמר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,293 ,8 ,49 ,129 ,34 ,51 ,22
1157 ,אחווה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,194 ,5 ,7 ,46 ,8 ,27 ,101
1158 ,יהל ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,334 ,40 ,60 ,111 ,38 ,51 ,34
1160 ,שכניה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,880 ,54 ,208 ,313 ,134 ,95 ,76
1161 ,רהט ,62 ,באר שבע ,62 ,באר שבע ,0 , ,70209 ,11560 ,22904 ,27524 ,4585 ,1983 ,1653
1162 ,בית רימון ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,940 ,170 ,361 ,305 ,50 ,37 ,17
1163 ,מורן ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,498 ,36 ,113 ,180 ,70 ,44 ,55
1165 ,שילת ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,795 ,69 ,216 ,240 ,121 ,62 ,87
1166 ,כפר רות ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,292 ,53 ,46 ,101 ,17 ,14 ,61
1167 ,קיסריה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,6830 ,332 ,1269 ,2062 ,987 ,882 ,1298
1169 ,הוואשלה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2361 ,326 ,915 ,878 ,131 ,59 ,52
1170 ,סייד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2222 ,297 ,1013 ,747 ,65 ,45 ,55
1171 ,לוטם ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,817 ,57 ,241 ,264 ,134 ,70 ,51
1172 ,תובל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,405 ,23 ,79 ,145 ,51 ,76 ,31
1173 ,לפידות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,157 ,9 ,22 ,62 ,6 ,17 ,41
1174 ,מנוף ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,957 ,50 ,249 ,325 ,128 ,102 ,103
1175 ,עידן ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,481 ,31 ,132 ,164 ,67 ,44 ,43
1176 ,ספיר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,582 ,62 ,149 ,201 ,75 ,54 ,41
1177 ,טללים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,615 ,52 ,202 ,230 ,96 ,28 ,7
1178 ,מורשת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1732 ,133 ,550 ,628 ,208 ,134 ,79
1179 ,קורנית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,930 ,58 ,240 ,301 ,134 ,120 ,77
1180 ,צביה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,348 ,17 ,59 ,106 ,52 ,69 ,45
1181 ,טל-אל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1352 ,77 ,317 ,491 ,197 ,135 ,135
1182 ,אלון הגליל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1203 ,80 ,286 ,423 ,141 ,190 ,83
1183 ,כליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,813 ,77 ,227 ,273 ,114 ,61 ,61
1184 ,מתת ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,233 ,17 ,40 ,98 ,28 ,24 ,26
1185 ,פלך ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,198 ,32 ,59 ,80 ,17 ,5 ,5
1186 ,הושעיה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2228 ,180 ,640 ,810 ,242 ,214 ,142
1187 ,עיר אובות ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,63 ,3 ,26 ,16 ,9 ,5 ,4
1188 ,אשחר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1017 ,92 ,354 ,355 ,131 ,50 ,35
1190 ,מצפה נטופה ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1138 ,136 ,342 ,407 ,95 ,79 ,79
1191 ,בר יוחאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1213 ,137 ,440 ,417 ,144 ,46 ,29
1192 ,ערערה-בנגב ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19068 ,3260 ,6718 ,7193 ,1086 ,433 ,378
1195 ,ניצנה )קהילת חינוך( ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,251 ,10 ,34 ,184 ,13 ,8 ,2
1196 ,מחנה יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,263 ,66 ,120 ,72 ,2 ,0 ,3
1197 ,נאות סמדר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,231 ,18 ,37 ,92 ,14 ,44 ,26
1198 ,כרמים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,436 ,62 ,150 ,146 ,45 ,24 ,9
1199 ,עדי ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,2008 ,107 ,426 ,712 ,272 ,262 ,229
1200 ,מודיעין-מכבים-רעות ,43 ,רמלה ,43 ,רמלה ,0 , ,97328 ,6468 ,25878 ,32226 ,15352 ,7974 ,9430
1201 ,כמון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,814 ,44 ,217 ,283 ,104 ,96 ,70
1202 ,מכמנים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,580 ,53 ,144 ,206 ,61 ,59 ,57
1203 ,הררית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,653 ,63 ,198 ,198 ,88 ,35 ,71
1204 ,גילון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1262 ,68 ,273 ,466 ,189 ,150 ,116
1205 ,מנות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,539 ,76 ,102 ,216 ,53 ,50 ,42
1206 ,גיתה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,290 ,10 ,72 ,87 ,38 ,43 ,40
1207 ,לבון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,739 ,32 ,246 ,221 ,152 ,36 ,52
1208 ,הילה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,673 ,32 ,145 ,237 ,103 ,94 ,62
1209 ,חרשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,347 ,38 ,74 ,133 ,28 ,35 ,39
1210 ,כחל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,527 ,52 ,104 ,197 ,40 ,61 ,73
1211 ,קדרים ,22 ,כנרת ,22 ,טבריה ,1 ,הגליל העליון ,303 ,38 ,65 ,106 ,45 ,47 ,2
1212 ,עמוקה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,173 ,13 ,12 ,60 ,9 ,31 ,48
1213 ,צבעון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,321 ,44 ,93 ,129 ,33 ,14 ,8
1214 ,טפחות ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,442 ,64 ,125 ,174 ,26 ,32 ,21
1219 ,גורנות הגליל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,239 ,28 ,32 ,99 ,16 ,39 ,25
1220 ,אבירים ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,323 ,43 ,54 ,137 ,20 ,42 ,27
1221 ,צורית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1002 ,72 ,202 ,366 ,137 ,115 ,110
1222 ,מצפה אבי"ב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1143 ,101 ,305 ,430 ,133 ,117 ,57
1223 ,שדי אברהם ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,380 ,21 ,105 ,133 ,60 ,28 ,33
1224 ,כוכב יאיר ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10250 ,552 ,1979 ,3434 ,1388 ,1384 ,1513
1225 ,רביד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,113 ,15 ,17 ,54 ,16 ,11 ,0
1226 ,יובלים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1395 ,63 ,327 ,454 ,192 ,126 ,233
1227 ,יתד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,585 ,77 ,154 ,229 ,51 ,32 ,42
1228 ,רקפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1100 ,63 ,277 ,407 ,153 ,134 ,66
1229 ,כלנית ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,299 ,54 ,54 ,123 ,11 ,29 ,28
1230 ,לבנים ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,486 ,42 ,107 ,183 ,57 ,42 ,55
1231 ,פרי גן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,251 ,17 ,68 ,89 ,26 ,13 ,38
1232 ,יבול ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,376 ,44 ,119 ,117 ,39 ,8 ,49
1233 ,שקף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,497 ,92 ,103 ,212 ,21 ,34 ,35
1234 ,קבועה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1529 ,166 ,555 ,621 ,93 ,50 ,44
1235 ,שורשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,611 ,43 ,146 ,221 ,85 ,49 ,67
1236 ,נירית ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1079 ,56 ,172 ,375 ,143 ,162 ,171
1237 ,תלמי יוסף ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,368 ,21 ,75 ,127 ,49 ,35 ,61
1238 ,סופה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,227 ,16 ,27 ,93 ,34 ,42 ,15
1239 ,חולית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,195 ,22 ,38 ,84 ,22 ,24 ,5
1240 ,עין הבשור ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1147 ,60 ,360 ,333 ,226 ,34 ,134
1241 ,דקל ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,419 ,35 ,101 ,144 ,50 ,23 ,66
1242 ,נתיב העשרה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1058 ,80 ,267 ,342 ,176 ,61 ,132
1243 ,קציר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,3190 ,197 ,722 ,1103 ,493 ,396 ,279
1244 ,תמרת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1502 ,118 ,227 ,489 ,144 ,173 ,351
1245 ,סלמה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,3660 ,389 ,956 ,1608 ,379 ,159 ,169
1246 ,עראמשה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1633 ,161 ,396 ,672 ,172 ,103 ,129
1247 ,חריש ,32 ,חדרה ,32 ,חדרה ,0 , ,21514 ,4728 ,5370 ,8572 ,1320 ,701 ,823
1248 ,אליפז ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,188 ,13 ,51 ,66 ,34 ,18 ,6
1249 ,הרדוף ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,604 ,47 ,136 ,221 ,80 ,93 ,27
1251 ,עין תמר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,211 ,12 ,52 ,75 ,25 ,30 ,17
1252 ,כורזים ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,423 ,17 ,56 ,168 ,35 ,50 ,97
1253 ,אמנון ,22 ,כנרת ,22 ,טבריה ,55 ,מבואות החרמון ,493 ,61 ,95 ,173 ,44 ,60 ,60
1254 ,נטף ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,508 ,62 ,84 ,204 ,29 ,50 ,79
1255 ,לוטן ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,242 ,21 ,42 ,92 ,35 ,47 ,5
1256 ,אשרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,603 ,36 ,113 ,224 ,68 ,68 ,94
1257 ,חנתון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,975 ,94 ,334 ,305 ,135 ,54 ,53
1258 ,מסד ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,429 ,43 ,80 ,161 ,51 ,61 ,33
1259 ,נווה שלום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,335 ,34 ,57 ,131 ,38 ,45 ,30
1260 ,רתמים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,725 ,154 ,304 ,258 ,4 ,2 ,3
1261 ,הר עמשא ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,225 ,47 ,56 ,85 ,12 ,14 ,11
1262 ,צוקים ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,358 ,17 ,131 ,100 ,72 ,27 ,11
1263 ,כפר ורדים ,24 ,עכו ,24 ,עכו ,0 , ,6179 ,239 ,1261 ,1998 ,876 ,681 ,1124
1264 ,כרמי יוסף ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1903 ,140 ,355 ,595 ,194 ,184 ,435
1265 ,שומריה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,828 ,130 ,358 ,258 ,30 ,38 ,14
1266 ,שחרות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,177 ,12 ,25 ,80 ,31 ,23 ,6
1267 ,שיטים ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,6 ,0 ,0 ,5 ,1 ,0 ,0
1268 ,מיתר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11604 ,913 ,3158 ,4003 ,1521 ,846 ,1163
1271 ,להבים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7020 ,393 ,1489 ,2333 ,944 ,721 ,1140
1272 ,חלוץ ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,622 ,32 ,161 ,211 ,98 ,77 ,43
1274 ,גן נר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2920 ,173 ,597 ,1123 ,449 ,351 ,227
1275 ,אבטליון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,503 ,35 ,155 ,160 ,93 ,39 ,21
1276 ,אשבל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,110 ,24 ,18 ,64 ,4 ,0 ,0
1278 ,באר מילכה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,208 ,30 ,78 ,61 ,31 ,6 ,2
1279 ,נווה חריף ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,101 ,7 ,14 ,48 ,14 ,13 ,5
1280 ,ניצני סיני ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,328 ,27 ,86 ,119 ,47 ,33 ,16
1282 ,מירב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,818 ,98 ,319 ,283 ,65 ,48 ,5
1283 ,תל תאומים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,548 ,84 ,122 ,221 ,34 ,54 ,33
1284 ,נופית ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2738 ,105 ,633 ,892 ,501 ,251 ,356
1285 ,כרכום ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון ,566 ,20 ,91 ,225 ,63 ,115 ,52
1286 ,שגב-שלום ,62 ,באר שבע ,62 ,באר שבע ,0 , ,11512 ,1950 ,3874 ,4416 ,686 ,342 ,244
1287 ,שני ,62 ,באר שבע ,62 ,באר שבע ,78 ,הר חברון ,550 ,39 ,145 ,192 ,65 ,42 ,67
1288 ,גבעת אלה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2190 ,160 ,439 ,749 ,221 ,278 ,343
1290 ,זמר ,41 ,השרון ,41 ,נתניה ,0 , ,7502 ,787 ,1821 ,3070 ,765 ,549 ,510
1291 ,כמהין ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,242 ,26 ,70 ,88 ,45 ,11 ,2
1292 ,ג'דיידה-מכר ,24 ,עכו ,24 ,עכו ,0 , ,21236 ,1809 ,4667 ,9073 ,2683 ,1717 ,1287
1293 ,גבעת אבני ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,2282 ,111 ,492 ,823 ,307 ,275 ,274
1294 ,אור הגנוז ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,627 ,78 ,256 ,184 ,68 ,35 ,6
1295 ,יאנוח-ג'ת ,24 ,עכו ,24 ,עכו ,0 , ,6889 ,619 ,1599 ,3045 ,773 ,454 ,399
1296 ,כסרא-סמיע ,24 ,עכו ,24 ,עכו ,0 , ,9110 ,964 ,2334 ,4007 ,863 ,500 ,442
1297 ,כפר חנניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,796 ,61 ,216 ,284 ,107 ,79 ,49
1298 ,אתגר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,33 ,0 ,0 ,9 ,1 ,12 ,11
1303 ,חורה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,18698 ,3437 ,6638 ,6737 ,1047 ,439 ,400
1304 ,שוהם ,43 ,רמלה ,43 ,רמלה ,0 , ,21882 ,1136 ,4891 ,7565 ,3656 ,2762 ,1872
1309 ,אלעד ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,48883 ,7235 ,19993 ,16562 ,2974 ,1129 ,990
1310 ,לפיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,2338 ,90 ,474 ,872 ,381 ,393 ,128
1311 ,אבשלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,371 ,26 ,61 ,132 ,57 ,44 ,51
1313 ,פוריה עילית ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1301 ,109 ,265 ,468 ,154 ,116 ,189
1314 ,נווה זיו ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,883 ,56 ,261 ,294 ,160 ,61 ,51
1315 ,מתן ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,3594 ,167 ,821 ,1281 ,638 ,477 ,210
1316 ,אל-עריאן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,189 ,22 ,37 ,87 ,18 ,15 ,10
1317 ,דמיידה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,538 ,59 ,147 ,203 ,61 ,42 ,26
1318 ,מבואות ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,45 ,8 ,9 ,18 ,4 ,5 ,1
1319 ,בת חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,5622 ,223 ,1325 ,2014 ,1179 ,558 ,323
1320 ,עין חוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,313 ,41 ,74 ,132 ,33 ,18 ,15
1321 ,ח'ואלד ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,716 ,61 ,204 ,291 ,80 ,48 ,32
1322 ,הודיות ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,77 ,17 ,27 ,27 ,3 ,2 ,1
1323 ,בת הדר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,732 ,45 ,177 ,263 ,105 ,83 ,59
1324 ,ארסוף ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,192 ,7 ,44 ,54 ,40 ,21 ,26
1325 ,כפר זוהרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,37 ,14 ,10 ,13 ,0 ,0 ,0
1326 ,בסמ"ה ,32 ,חדרה ,32 ,חדרה ,0 , ,11271 ,1239 ,3072 ,4712 ,1067 ,650 ,531
1327 ,מעלה עירון ,32 ,חדרה ,23 ,עפולה ,0 , ,15652 ,1557 ,3895 ,6580 ,1715 ,1060 ,845
1329 ,יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,48 ,10 ,12 ,23 ,1 ,2 ,0
1330 ,אחוזת ברק ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2685 ,176 ,705 ,945 ,428 ,236 ,195
1331 ,כמאנה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1583 ,143 ,396 ,702 ,161 ,95 ,86
1332 ,חוסנייה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,895 ,107 ,216 ,396 ,92 ,41 ,43
1333 ,נוף איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2369 ,178 ,521 ,959 ,229 ,347 ,135
1334 ,ראס אל-עין ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,418 ,48 ,98 ,188 ,42 ,26 ,16
1335 ,ערב אל נעים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,836 ,81 ,222 ,419 ,72 ,28 ,14
1336 ,אירוס , , , , , , ,751 ,54 ,258 ,236 ,120 ,47 ,36
1337 ,שמשית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2634 ,55 ,685 ,906 ,659 ,251 ,78
1338 ,כדיתה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,212 ,32 ,40 ,80 ,24 ,21 ,15
1339 ,אל-עזי ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,161 ,14 ,48 ,49 ,18 ,22 ,10
1340 ,מרחב עם ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,583 ,106 ,262 ,168 ,37 ,7 ,3
1342 ,אבו קרינאת )יישוב( ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,1180 ,214 ,348 ,507 ,64 ,29 ,18
1343 ,מכחול ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1046 ,175 ,304 ,422 ,72 ,45 ,28
1344 ,גבעות בר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1258 ,112 ,497 ,409 ,189 ,27 ,24
1345 ,צור יצחק ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,6739 ,1024 ,2045 ,2446 ,613 ,230 ,381
1346 ,תראבין א-צאנע)ישוב( ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1214 ,202 ,394 ,487 ,71 ,29 ,31
1347 ,קצר א-סר ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2609 ,526 ,772 ,1027 ,158 ,61 ,65
1348 ,ביר הדאג' ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2839 ,619 ,883 ,1001 ,185 ,84 ,67
1349 ,דריג'את ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1045 ,133 ,313 ,445 ,86 ,38 ,30
1358 ,אום בטין ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,4277 ,803 ,1328 ,1712 ,228 ,124 ,82
1359 ,אל סייד ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,3560 ,674 ,1022 ,1475 ,207 ,109 ,73
1360 ,סעוה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,2026 ,410 ,623 ,755 ,152 ,57 ,29
1361 ,בת חן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,542 ,16 ,106 ,135 ,67 ,29 ,189
1363 ,בני נצרים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,844 ,157 ,369 ,254 ,40 ,20 ,4
1364 ,שלומית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,403 ,120 ,145 ,136 ,2 ,0 ,0
1365 ,אליאב , , , , , , ,640 ,100 ,277 ,207 ,50 ,5 ,1
1366 ,נווה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,940 ,190 ,413 ,265 ,48 ,19 ,5
1367 ,כחלה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,446 ,61 ,131 ,182 ,29 ,25 ,18
1368 ,בני דקלים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1556 ,246 ,686 ,492 ,60 ,43 ,29
1369 ,נטע ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,759 ,119 ,365 ,231 ,36 ,8 ,0
1370 ,מצפה אילן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,719 ,95 ,353 ,219 ,51 ,0 ,1
1371 ,גני טל ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,939 ,170 ,328 ,299 ,43 ,17 ,82
1372 ,נצר חזני ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,532 ,85 ,178 ,186 ,22 ,26 ,35
1373 ,שלווה במדבר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,16 ,3 ,1 ,10 ,1 ,1 ,0
1374 ,כרמי קטיף , , , , , , ,678 ,123 ,255 ,226 ,53 ,17 ,4
1375 ,אבו תלול ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2174 ,464 ,708 ,768 ,134 ,55 ,45
1376 ,באר גנים ,62 ,באר שבע ,61 ,אשקלון ,36 ,חוף אשקלון ,1811 ,286 ,521 ,650 ,107 ,130 ,117
1377 ,שבי דרום , , , , , , ,299 ,70 ,132 ,73 ,16 ,8 ,0
1401 ,בת חצור ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,25 ,0 ,0 ,4 ,9 ,3 ,9
